Water Source Type,Contaminant Level (ppm),pH Level,Turbidity (NTU),Dissolved Oxygen (mg/L),Nitrate Level (mg/L),Bacteria Count (CFU/mL),Fecal Coliform,Total Coliform,Temperature,Diarrheal Cases Likelihood (%),Cholera Cases Likelihood (%),Typhoid Cases Likelihood (%)
Lake,14.260000000000002,7.15,3.563650246522426,7.9,0.6,75500.0,755.0,1995.0,26.5,35.70516445081356,36.5719468374116,44.11217429756916
River,13.670000000000002,7.55,3.753494308322676,7.4,0.76,117250.0,1172.5,2615.0,21.5,43.85915013913481,48.90960992242778,50.29317030250166
Spring,15.510000000000002,7.85,2.788917337911187,7.05,0.46,126000.0,1260.0,2800.0,28.35,51.31609193306728,52.706505889884895,49.077694583784
Well,15.44,7.65,4.184802960052831,7.6,2.33,120500.0,1205.0,3195.0,22.0,50.16789093426226,59.42376797064425,63.0312019318572
River,22.12,7.4,4.427818929402475,5.8,1.725,126500.0,1265.0,2845.0,25.5,62.32704294975488,58.01761161817279,56.24135014071665
Spring,18.75,7.7,3.8317174516118495,7.1,0.66,90500.0,905.0,2695.0,25.5,39.94221317678727,44.159632316409485,44.45530870171606
Lake,13.38,7.3,4.188397906279033,6.9,0.445,68900.0,689.0,2695.0,26.5,33.417799726774625,31.219958727640734,42.18732739042281
Spring,13.73,7.45,2.9881054004482133,7.15,0.565,68900.0,689.0,2115.0,25.5,35.17059911787817,29.5816993514171,30.72925881163953
Tap,15.28,7.4,3.252672648344292,7.2,0.685,116500.0,1165.0,1915.0,22.0,49.52770262676421,53.0404402314148,54.98119052635122
River,19.5,7.95,3.360639875547861,8.8,0.75,118500.0,1185.0,2695.0,26.0,56.3702974090427,53.47278512869952,49.667387761316405
Lake,15.73,7.65,4.498022155744591,6.9,0.485,46000.0,460.0,1645.0,26.5,23.04221713449681,31.876594872588264,27.680805736924658
Lake,15.03,7.65,3.952182828177029,6.65,0.815,131500.0,1315.0,3300.0,27.0,55.33466010519985,51.61127592931313,57.4439616507438
Well,20.0,7.6,3.3472076645447726,8.6,2.165,118900.0,1189.0,2615.0,24.0,49.755190902020665,51.09850781616987,47.27000008471017
Pond,24.51,7.6,4.264984313159911,9.4,1.33,111500.0,1115.0,2695.0,25.0,43.87295474835857,41.54409183305396,47.28371236771032
Tap,18.93,7.9,2.812255476350812,9.1,1.05,46000.0,460.0,1980.0,25.5,23.95936452275984,24.92099176528803,36.15535335274562
Well,18.8,7.75,4.597875989808413,8.3,2.03,123500.0,1235.0,2800.0,26.5,53.68251778422866,57.53163914114153,60.83561614213209
River,29.630000000000003,7.55,4.564610590987614,7.4,1.65,61500.0,615.0,1915.0,24.5,30.81391801152699,30.61317757292396,34.960142220363714
Pond,28.59,7.55,7.554697397302446,6.6,1.35,2500.0,25.0,53.0,24.5,9.525576616233725,15.525911096290995,16.61028739913698
River,36.96,7.55,8.362883311949346,6.0,2.21,3350.0,33.5,51.5,24.0,8.551739342046377,13.6426624916484,15.462578794871062
Spring,65.05,7.55,9.240504615868357,6.0,1.9,2600.0,26.0,49.0,24.0,12.76273456989501,15.174776076151836,23.30973287709928
River,38.9,7.7,9.611942012139563,5.2,1.665,3350.0,33.5,79.0,24.5,7.359203156317603,8.829146083444122,15.12939405933936
Pond,37.4,7.4,8.604762772277343,5.3,2.345,2550.0,25.5,80.5,24.0,16.436276742529905,14.739803653972311,18.10594498565817
Well,51.84,7.6,13.985734178567998,4.35,2.355,3350.0,33.5,58.0,24.0,14.299713423039542,2.2009403472265165,23.140293194983613
Pond,62.510000000000005,7.55,9.441012248237517,6.25,2.47,2350.0,23.5,49.0,24.0,8.51236256958039,13.801831917617587,13.127795927552544
Spring,36.39,7.6,8.922710023077489,5.95,3.015,2600.0,26.0,49.0,24.0,13.565560416457409,8.57723553037242,25.947238315766093
Pond,37.49,7.55,9.2965933133197,6.1,2.015,3100.0,31.0,49.0,24.0,10.569607544400968,19.118544050654048,8.742929823189105
River,58.45,8.75,12.119392161784408,6.65,0.875,950.0,9.5,24.5,29.0,12.087563053265578,14.985966962188812,22.604153533374845
Pond,52.400000000000006,8.55,10.00519758987071,6.5,0.83,550.0,5.5,24.5,29.0,15.601952607447451,13.461965924950537,12.098949743198208
River,63.24,8.75,13.812106539950175,6.65,1.385,800.0,8.0,71.0,29.0,4.7998524236426015,18.83395348086329,13.734810688049068
Well,45.65,7.95,11.277862456144348,5.65,1.76,200.0,2.0,2.0,21.0,12.410882155463112,8.800225194744115,5.585351175494901
Lake,52.69,7.8,11.797095759235477,3.25,2.56,950.0,9.5,277.0,26.0,12.914217241159932,21.55327551067361,14.435686397764153
Tap,31.22,7.7,3.4037676851425904,5.8,1.61,200.0,2.0,33.5,25.0,14.14748372450766,16.379715035702954,9.653023382345433
Pond,27.22,7.85,6.2647751597303065,5.65,1.61,200.0,2.0,31.0,26.0,12.464704671197302,11.4848750308896,11.868763163126882
Pond,31.56,7.6,6.670996050710506,5.45,1.49,200.0,2.0,30.5,25.5,8.755394977234142,17.062923655709902,14.116323704842056
Pond,31.24,7.7,6.03655946502629,5.6,1.41,200.0,2.0,41.0,25.75,10.21600042398123,7.556102834959274,19.6142150432318
River,29.04,7.25,3.993947812369916,4.5,2.3,200.0,2.0,68.5,26.9,9.828410886499036,10.056413835650662,17.097070928329043
Lake,25.16,7.7,3.4225716640671155,5.6,1.61,200.0,2.0,57.5,26.0,15.612331414912427,9.912208055876553,16.55227064795481
Lake,34.5,7.7,6.661585291980957,5.95,2.45,200.0,2.0,27.5,26.0,13.08296333179277,11.54350329803404,10.659643501394262
Tap,20.39,7.75,3.7866589835942017,5.8,1.45,200.0,2.0,28.5,27.5,18.37703804361359,7.784018919174662,10.19534920853797
Pond,20.22,7.7,3.355019550129473,5.8,1.75,200.0,2.0,39.0,28.0,11.645259706703332,17.773607359066958,24.40369772357217
Spring,24.16,7.85,3.727460613968192,5.6,1.615,200.0,2.0,32.0,28.05,9.075256824952312,11.381525650716643,11.203803407988248
Pond,20.95,7.6,4.082107650354936,5.6,1.855,200.0,2.0,32.0,28.5,6.484454925929965,14.29164543835132,23.83564706242197
River,35.83,8.1,4.959510762644697,6.85,1.32,600.0,6.0,137.0,27.0,4.780899764116612,9.805591505813602,13.45551050222625
River,22.66,7.85,4.370204324318197,7.0,0.69,550.0,5.5,70.5,25.0,4.550599528183998,3.569832833901865,13.702340630889468
Spring,19.34,7.9,3.998428523440947,6.75,2.085,850.0,8.5,152.0,28.0,13.582927926798838,14.498556479580046,21.385596796652752
River,23.05,7.45,4.627128467957028,7.25,1.06,650.0,6.5,112.5,28.5,12.831598238115838,3.775558328928356,20.815582036263795
River,22.21,7.3,5.113638215126165,7.1,1.47,700.0,7.0,142.5,26.0,5.818008027345009,12.122295798736204,14.353330544487894
Spring,21.97,7.4,4.151556678529214,6.65,1.375,1200.0,12.0,195.0,26.0,14.914923577965189,6.69939591792547,12.946329884073252
Pond,21.06,7.45,5.222852566741094,6.9,1.37,950.0,9.5,139.5,27.0,9.770841665039953,20.656257580322603,14.563058012478738
Well,21.700000000000003,7.55,5.384532734895661,6.9,0.67,950.0,9.5,276.5,27.0,11.001357338398138,15.105974450049588,15.527720294186546
River,30.27,7.8,5.348103182406709,7.15,2.02,350.0,3.5,27.0,25.5,18.28473323485096,13.587581103654664,20.24081348884812
Lake,23.840000000000003,7.6,4.924478047472673,7.45,1.69,450.0,4.5,65.0,25.0,15.164057980453144,17.95145629483431,15.198933736813016
Spring,49.17,7.9,8.688282514773878,6.1,1.515,2850.0,28.5,230.0,24.5,11.520731339133429,9.730551011138248,18.971558345229447
Pond,49.35,8.1,8.615555654722584,5.85,1.64,2950.0,29.5,285.0,24.5,9.464801619690334,15.76811816067631,24.42796594621244
River,25.270000000000003,7.75,3.446737045629165,5.6,1.35,200.0,2.0,31.5,26.3,3.3760249840925822,12.9065418316457,16.537016278710396
River,23.64,7.85,5.536679901624931,5.35,1.55,200.0,2.0,29.5,27.45,8.939848492266334,13.476938560335158,16.484089532643566
Spring,23.11,7.85,4.779609217007244,5.5,1.64,200.0,2.0,68.5,27.05,10.93740951552049,17.828325664545012,7.218439147213648
Tap,54.1,7.95,8.756964645956472,5.95,1.6,2550.0,25.5,165.0,24.5,8.931701702831988,16.383478393637326,2.3335769356505525
River,34.56,7.5,6.737937456444999,5.0,2.74,200.0,2.0,55.5,25.5,12.972024153098008,15.40127694657382,18.71727767912671
Pond,28.07,7.5,4.974042380383928,5.7,1.91,200.0,2.0,45.5,26.0,12.426607783526537,5.996352707784153,14.954152246481042
Well,29.72,7.85,6.177819794038029,7.4,2.29,28650.0,286.5,1470.0,27.0,21.496482243661426,18.77894073524133,22.771975231485214
Well,55.93,8.25,12.71316899655988,6.25,0.605,200.0,2.0,18.5,19.0,7.858431676303862,10.56286554866556,14.825932391216613
Pond,23.4,7.65,3.976570529379804,7.4,2.755,600.0,6.0,67.5,24.5,14.185405997075788,14.69396373462305,16.52478689751505
Spring,22.380000000000003,7.6,3.7336233648920008,7.45,2.55,450.0,4.5,67.5,25.0,14.816213173429462,9.212297111459,22.260898949359003
Lake,47.94,8.1,8.478287614433118,5.65,3.7,2650.0,26.5,140.0,25.5,11.811012854721865,26.573087601649934,19.474424507470804
River,46.91,8.2,8.393577108661418,5.75,2.025,2900.0,29.0,165.0,21.0,18.47529396946899,20.39308054878539,12.74055446375243
River,44.36,8.25,8.303215113845948,5.95,1.935,2600.0,26.0,152.0,21.0,12.692184437216524,16.325270313097747,21.415096778429064
Pond,28.88,7.95,4.997511391289573,6.8,1.17,450.0,4.5,60.5,25.5,11.15750189630999,12.199559108266785,13.290812329006627
Lake,17.259999999999998,7.55,4.251996494291344,7.35,0.895,450.0,4.5,35.5,22.2,13.221421255490482,10.559872126516682,16.654214003297753
Spring,22.78,7.5,3.674515095803494,6.6,0.785,600.0,6.0,94.5,22.45,11.375713636454806,7.362703872695775,11.398085002627214
River,21.89,7.5,4.920753425961231,7.45,0.815,950.0,9.5,92.5,22.2,14.180934588376484,11.832074645264951,10.675213966746874
Well,43.57,8.2,8.373042596248814,6.35,1.585,2700.0,27.0,200.0,28.5,13.597145261772594,14.389701145722873,16.264686963370483
Pond,46.29,8.3,7.088304883795925,6.15,0.71,3350.0,33.5,320.0,28.5,9.170134293881786,7.018046028288953,14.792177170875837
Tap,44.44,8.35,7.8286562029598254,6.35,1.77,2700.0,27.0,260.0,20.5,14.156574462637192,14.987790903183978,18.576949191922203
Spring,50.040000000000006,8.3,9.439279567002105,6.1,1.76,3200.0,32.0,270.0,20.5,8.813345524699326,13.109779152223908,14.90672283347745
Well,51.55,8.3,9.421244152641089,5.0,0.72,2500.0,25.0,195.0,18.5,11.567200022707368,3.990994509278104,5.057110949314458
Pond,65.65,8.35,14.111091656204565,4.3,1.77,2400.0,24.0,157.0,21.0,12.695562192572057,9.974487885038885,13.878380066819368
Pond,44.82,8.35,7.694712077267086,6.25,1.585,3350.0,33.5,165.0,17.0,12.001824363280242,11.79360648985068,20.12405374599757
Lake,49.59,8.3,10.376135221711811,5.65,1.815,2550.0,25.5,275.0,19.5,12.403429506353858,21.5325801755527,14.629671195911978
Lake,47.6,8.25,9.217839196573731,5.65,2.185,2500.0,25.0,195.0,19.5,6.519466273888676,16.48944322382869,15.425318311853689
Tap,47.48,8.35,9.26077754749708,6.05,1.74,2700.0,27.0,230.0,21.0,10.787097162153223,7.968080394155002,21.146075782804918
Lake,50.72,8.25,9.610836032021618,5.8,1.76,3350.0,33.5,300.0,21.0,13.40053610087372,15.845648106156634,12.682900662795548
River,45.42,8.3,7.935474114391385,5.85,1.805,2850.0,28.5,200.0,21.0,13.525222983128147,7.217369514707259,8.298940154342958
Well,46.38,8.45,7.737739866860113,6.3,1.83,3000.0,30.0,280.0,18.0,9.262523284910394,18.314371875917253,15.484450205834662
River,49.32,8.4,8.74468728061396,5.9,1.595,3400.0,34.0,410.0,18.0,17.455582437376158,11.601240349555912,13.611918884491022
River,41.22,8.2,9.263936095554028,5.7,1.96,5950.0,59.5,297.5,26.0,11.037810105324905,14.5387115587411,12.508163523068712
Lake,53.68,7.8,10.356499215086194,5.75,1.02,1900.0,19.0,195.0,28.25,14.994967475459012,17.78890880744045,13.850157553988454
Spring,28.11,8.15,5.879837300920933,6.5,2.505,800.0,8.0,32.0,26.0,14.835568830454598,8.626563825982805,19.066329843486024
Well,30.93,8.1,5.812589596225202,6.45,2.09,750.0,7.5,33.5,26.0,10.250412178274436,7.536221676988222,15.85886505514386
Pond,47.260000000000005,8.45,6.855479984101746,7.35,2.05,31500.0,315.0,1810.0,29.5,29.476271210054243,20.981477071527376,27.62396449153738
Pond,32.05,7.85,5.22213165574302,5.7,3.15,200.0,2.0,35.5,26.6,9.697226443297094,19.14116280818321,26.64133127512465
Pond,40.56,7.85,5.81951691709046,5.65,3.2,200.0,2.0,45.5,26.2,17.54979624797516,8.538139951882439,15.675052955055346
Spring,34.45,7.55,4.329664901682124,5.75,0.645,20250.0,202.5,797.5,24.0,20.628400333198854,5.740746550446969,21.589115650465622
Tap,25.020000000000003,7.45,2.834468336200051,5.75,0.825,24750.0,247.5,700.0,24.0,16.25966944729379,17.41344952784126,19.269792679912943
Well,38.19,7.65,7.182967803472132,7.25,1.565,2150.0,21.5,256.5,24.0,17.41306116724943,15.390360220245626,11.255311210853945
Lake,38.02,7.7,6.796550628984192,7.4,1.405,1600.0,16.0,267.0,26.0,10.95646092825593,17.683517447919524,12.171990021244737
Pond,36.260000000000005,7.7,6.345226780343005,7.3,1.35,2300.0,23.0,267.5,23.5,13.075518491177483,10.860471059993513,12.857811655288105
River,32.36,7.65,6.413066511121059,7.35,1.25,900.0,9.0,256.5,24.5,12.333609850037156,10.458056707340232,16.535973659547317
Tap,33.88,7.65,5.874443211807349,7.45,0.95,950.0,9.5,267.0,24.0,10.442988371126743,16.57945425857826,26.31540768206671
River,38.32,7.8,7.462013509603451,7.2,1.44,1100.0,11.0,75.0,25.0,14.735034086379354,4.725719922488461,11.38983742952287
Lake,54.650000000000006,8.1,11.657548931778503,5.7,1.89,3600.0,36.0,270.0,28.5,16.273646450623186,12.48018136561649,14.497271113929708
Well,33.39,7.95,9.11363848974048,5.9,1.175,1600.0,16.0,162.5,27.5,5.100074069882966,13.105353469730964,14.495871263061863
Pond,51.06999999999999,8.2,12.024504612918443,5.75,1.84,3600.0,36.0,197.5,28.0,18.0595027682558,15.902034514885964,18.582643059696704
Lake,64.14,7.85,13.77282815472862,5.35,2.59,6350.0,63.5,525.0,28.0,9.312788189398775,13.956059320132267,19.992733921747718
Tap,30.48,7.45,6.54576935181822,6.15,1.205,1850.0,18.5,172.5,26.0,15.409960079956358,12.56196796506396,21.522889319961365
Well,36.62,7.95,8.721685413238049,5.85,1.13,1850.0,18.5,155.0,27.0,15.66580535769646,1.915796403088144,2.3862105906160327
Tap,44.39,7.8,11.80300497567282,5.5,1.56,3650.0,36.5,222.5,26.5,8.83955565682525,10.84216488041641,3.867872706167677
Pond,42.96,7.85,9.859785323751858,5.6,2.85,2700.0,27.0,375.0,27.5,12.99546193089328,17.108362110680826,15.205271586345118
Well,54.190000000000005,7.85,13.752397090992185,5.55,2.695,4600.0,46.0,260.0,28.5,10.896040211249614,11.533735782042337,23.82393036367674
Well,42.16,8.15,5.584035296058139,8.8,3.68,36000.0,360.0,2875.0,28.0,26.192200441621,27.5653156262828,21.9436692920177
Pond,29.63,7.5,5.598228184145019,5.85,0.815,27550.0,275.5,740.5,25.0,18.54015151993151,22.095115440124506,7.3754314268591
Pond,41.510000000000005,7.75,4.855508733601309,5.85,1.525,23300.0,233.0,695.5,25.0,22.228747477743283,18.50023774995347,25.45492171167626
Well,16.740000000000002,7.6,4.451643444064803,7.15,0.45,2600.0,26.0,230.0,22.5,15.464564202167882,12.196071500054504,15.236767876159616
Spring,14.91,7.55,3.727540456595525,7.25,0.41,2550.0,25.5,230.0,22.5,15.69082350709477,7.368706517576676,8.303861964703284
Lake,17.13,7.55,4.449568057176036,7.35,0.565,5300.0,53.0,855.0,26.5,9.687024676644144,11.673527631224044,9.992674814279065
Spring,21.1,7.75,5.481182648787576,6.45,0.915,23400.0,234.0,1660.0,27.0,17.632455736190977,21.546491759525683,16.592877278427167
Pond,21.41,7.75,6.301650941008261,8.1,0.63,16050.0,160.5,1255.0,26.5,9.315602274996376,16.824219339913363,19.285208781655072
Tap,19.22,7.45,5.05711382433102,6.9,0.75,14150.0,141.5,720.0,27.0,12.067874859717588,13.260579134353536,15.046187897526575
Tap,78.49,8.1,16.575150880730938,5.15,1.825,9250.0,92.5,520.0,30.5,18.795043269326374,16.88180706752055,21.028056246740498
Tap,70.47,7.95,16.31819389389307,5.35,1.86,2600.0,26.0,375.0,26.5,18.969893099640142,16.78891177299861,1.6692543853397444
Tap,51.93,7.4,13.096527188139468,5.45,3.775,3900.0,39.0,492.5,27.0,11.847886338288168,8.446236513525088,15.186853767464846
Tap,56.34,7.45,14.65390088444603,5.5,1.855,6250.0,62.5,360.0,27.5,12.045488510486686,19.78609574894616,11.691752610764338
River,58.61,7.5,14.644915803671688,5.3,4.0,3900.0,39.0,345.0,27.0,16.650571531262866,15.981715337921951,18.636025884618466
Spring,31.04,7.8,8.075907288947143,6.05,1.57,2100.0,21.0,230.0,29.0,13.30621582093504,14.834265594460415,12.810204774952672
Pond,37.03,7.85,6.996632047011357,7.3,1.59,1550.0,15.5,254.5,26.0,9.171344968153754,17.929533393840245,19.53206178069105
Tap,28.25,7.75,5.335432719063971,5.35,2.16,200.0,2.0,36.0,27.75,14.08767248391604,7.558272337799776,6.275706058825024
Well,23.74,7.65,6.658008331823661,6.2,0.76,2200.0,22.0,215.0,26.5,9.296344602692669,8.875511627023466,14.58548613868336
Pond,42.5,7.8,6.884216966532697,7.5,1.455,1550.0,15.5,254.5,26.0,11.895001506461051,11.524376393980502,18.114456211868973
Tap,21.97,7.75,6.173790852680836,6.55,1.49,850.0,8.5,31.5,25.5,13.702751762090038,9.21075320616073,24.536482271877617
River,22.26,7.95,5.73012015984532,6.6,1.445,900.0,9.0,34.5,25.5,11.67004846498464,19.70143247692241,12.479236425623355
River,30.58,7.95,6.610847637298844,6.7,2.125,800.0,8.0,36.0,26.0,11.092289815659743,9.868249895579476,17.643307856018872
Well,31.04,8.05,6.097922627548841,6.55,1.96,650.0,6.5,34.0,26.0,11.984747284047977,10.832450770105922,6.417225961005651
Pond,32.7,7.5,8.510813611192484,5.9,0.86,1700.0,17.0,180.0,27.0,10.73006575689308,12.720224540493092,2.09195210781668
Tap,41.28,7.1,11.704126377857236,4.9,1.56,52500.0,525.0,2450.0,27.0,27.922015932415466,24.516928502527808,36.57117293333816
Well,16.86,7.3,3.52370819788108,7.35,0.61,3150.0,31.5,375.0,26.5,10.140984334439224,10.243303698865263,14.378445117248337
Spring,18.93,7.45,5.514577818662822,7.25,0.7,2350.0,23.5,380.0,26.5,16.834223377698702,13.114493760738238,20.34240215568061
Tap,19.62,7.95,4.986298741206522,7.3,0.75,9350.0,93.5,835.0,27.5,15.46404057579289,12.755003827983924,9.627595394713785
Tap,26.33,7.95,5.628014867156938,7.3,0.75,11350.0,113.5,935.0,28.5,13.020572022761405,14.433277694168886,20.03026413204793
Well,21.12,7.8,5.616345491972757,7.2,0.935,10200.0,102.0,920.0,27.0,16.541643896061505,12.494291415825083,26.839960651127893
River,59.1,7.6,12.582737222231287,6.45,1.535,5250.0,52.5,545.0,28.0,12.16445233522289,7.790799428102374,18.814548693923125
Well,21.36,7.8,5.757185032509065,7.15,0.915,7050.0,70.5,910.0,27.0,17.19719302937106,14.997949469053246,17.59697985250205
Spring,42.53,7.75,7.579562884334178,6.5,0.89,10650.0,106.5,825.0,28.5,15.497066395061,22.20635166707831,17.442115477518758
Spring,36.69,7.65,7.110211516632149,7.25,1.17,15050.0,150.5,1540.0,27.5,15.642647039536154,16.7759730929119,11.19020864389147
River,30.96,8.0,6.18759071115216,7.1,0.985,6350.0,63.5,910.0,28.5,14.441334335346609,14.501503903788878,23.04216575501313
Pond,25.02,8.1,4.888045525105417,7.1,0.9,5000.0,50.0,505.0,29.0,6.431191606616178,15.867365451887158,12.350104997594537
Tap,30.9,8.0,6.508829510234562,7.65,1.535,7850.0,78.5,720.0,28.5,10.02404040045245,9.561107493435156,20.00152902379829
Tap,28.26,8.0,5.387128093423267,8.75,1.03,7900.0,79.0,785.0,29.5,9.00245758766678,21.247870902251545,8.627287609252944
Tap,39.97,7.8,9.59338338223854,8.6,1.045,7050.0,70.5,725.0,29.0,13.691817424800355,14.762548219952697,10.388352661176803
Pond,24.05,7.9,4.622308533823339,9.45,0.97,48650.0,486.5,2765.0,30.5,33.345652032947555,34.16145511710141,37.36174319165028
Lake,27.74,7.95,5.444241098504026,7.35,0.95,32150.0,321.5,2205.0,29.0,29.601890339976112,18.855572301110623,22.74941489156565
Well,32.28,7.9,5.546669451575889,7.45,1.82,38500.0,385.0,2200.0,26.0,27.256946589679156,32.926653347285935,35.42061043043297
Tap,51.260000000000005,8.45,7.038383376944548,7.75,2.55,49000.0,490.0,2200.0,29.5,31.481631180083564,33.14892059809786,32.19188145657262
Lake,40.96,7.65,3.949157697191833,5.85,0.985,38900.0,389.0,1077.5,25.0,17.18028395885029,26.53185392968856,17.392756658120305
Tap,47.38,7.7,4.762063373511333,5.75,1.385,32800.0,328.0,876.0,25.0,20.380973154265785,23.825221012297952,30.043327105807432
River,52.32,7.35,5.65182089830392,5.45,0.99,35550.0,355.5,1083.0,22.5,19.816443098568183,22.129692516089637,22.762719405353035
Spring,39.6,7.4,4.275300555584028,5.4,1.465,43300.0,433.0,1317.5,24.5,23.72759872573428,31.396154708493423,32.61158295520901
River,43.41,7.8,11.566191032418695,5.65,1.065,2400.0,24.0,260.0,29.25,11.033662127655637,13.030655327793845,15.08557607679971
Pond,57.19,7.95,15.746658950440445,5.55,0.3,6200.0,62.0,387.5,27.5,10.073990711121398,4.359871507993967,7.185717304745638
River,35.46,7.65,5.092418061847437,5.6,1.11,40800.0,408.0,1184.5,28.5,17.34625036737272,20.33606159465337,28.495447088946253
Spring,35.04,7.7,3.945821109909393,5.85,1.06,29000.0,290.0,937.5,25.0,23.290014557713054,20.29888854905682,34.95191159729127
Pond,39.68000000000001,7.85,7.100154939704495,7.55,1.0,850.0,8.5,267.0,18.5,7.067956981412111,13.111032730316545,16.85103825220647
Pond,37.66,7.15,4.337181086881113,5.7,1.04,26600.0,266.0,812.0,24.0,20.595423132271407,20.034984798445084,22.568512263428715
Lake,45.06,7.3,7.311004907322681,4.65,1.565,44200.0,442.0,1378.0,22.0,34.09352449617879,31.943713478201477,35.02039183485018
Lake,16.18,7.85,5.655042269134397,7.0,0.65,3000.0,30.0,280.0,21.5,7.735162196893168,3.748646460035717,15.50448169800335
Spring,19.89,7.9,4.951970050137675,6.95,1.1,5500.0,55.0,435.0,22.5,3.374946653530939,14.016697126352362,17.01420300817817
Spring,26.32,7.8,6.824636663142838,6.55,2.09,12650.0,126.5,1120.0,23.5,15.567198248450396,9.652100007441424,14.2188857553562
Lake,33.39,8.15,7.773411787437056,6.2,2.425,19000.0,190.0,1850.0,24.5,23.33364658958958,23.042921935384054,23.65140163909092
River,29.96,8.2,7.482505754751519,6.2,2.1,16000.0,160.0,1450.0,24.0,24.9533493385715,17.988895670891456,26.272985799765717
Spring,25.0,8.25,6.510400317817755,6.2,1.78,16000.0,160.0,1400.0,27.0,12.75155174962228,19.642698684261617,16.1620396700623
Tap,24.9,8.25,5.311516471106116,6.4,1.885,14000.0,140.0,1400.0,25.5,18.56542071965791,13.770186485626535,27.26208357517099
Spring,25.37,8.05,6.906224278998464,6.55,1.89,16000.0,160.0,1300.0,23.5,15.726111007736929,23.409055100434568,20.15243793685184
Lake,23.04,8.1,5.353875967727737,6.6,1.93,12650.0,126.5,1400.0,24.0,15.965030699858689,21.367249525943823,15.00830782382588
Tap,33.89,8.05,7.843766612052866,6.05,2.31,18500.0,185.0,1750.0,24.5,28.648351588202964,21.971527782882987,27.235163116322948
Spring,35.2,7.95,8.44120386952776,6.25,2.405,20650.0,206.5,1600.0,24.5,14.318732264922918,19.83770964218896,21.50051124155653
Lake,24.75,7.95,6.111277224813365,6.45,2.43,14400.0,144.0,1070.0,25.5,18.653455973675754,20.763005275120346,24.80758274091588
River,22.13,8.0,5.310904981108598,6.75,1.69,8050.0,80.5,900.0,25.5,16.145622080661717,12.18247823816085,16.183645625275048
Spring,19.92,7.95,4.214887640054772,6.95,1.06,5000.0,50.0,470.0,22.0,16.40102888971353,16.771117283371193,15.40344517566176
Well,22.14,8.1,4.636431412087566,6.8,2.0,9400.0,94.0,665.0,23.0,15.721333042857458,22.94908866648694,21.128117110020543
Tap,22.99,8.35,4.876240682224248,6.9,1.575,8900.0,89.0,1100.0,23.0,15.67007270081366,19.729021349764487,19.28251806731713
Spring,30.97,8.3,7.462783285449976,6.0,2.2,16900.0,169.0,1320.0,28.0,16.79754895509662,15.777378309093107,11.163917805395672
Well,22.98,8.3,5.310336048775339,6.8,1.77,8550.0,85.5,915.0,23.5,15.712176728845614,16.939923410762276,12.21395605904718
Pond,23.01,7.85,5.088850500466627,6.6,2.08,12400.0,124.0,1120.0,26.5,15.241733468216372,11.73654166945603,24.48108297668148
River,15.75,7.85,3.7073278206449496,7.15,0.65,2900.0,29.0,280.0,21.5,13.34367535774786,14.27081532749422,13.703879437358236
Spring,19.91,8.0,5.190098925502982,7.1,1.25,5650.0,56.5,710.0,22.0,11.580335555231985,15.576460639422022,13.52720798569468
Lake,34.16,7.95,4.930292872641911,5.85,0.435,1100.0,11.0,26.0,27.0,11.570715080544698,3.198008306733206,6.548381091611176
Tap,29.880000000000003,7.75,4.90489522396552,6.3,0.77,2000.0,20.0,77.0,27.0,10.887876726413136,6.944764312175424,8.77096861834521
Spring,31.52,7.7,5.665390362777311,5.85,1.87,2000.0,20.0,48.0,32.5,16.83098504664117,12.278889230934398,5.607700659402305
Lake,31.36,7.95,5.166961077274452,6.45,0.535,1150.0,11.5,27.5,30.5,10.162966710836136,9.923624674522951,13.16323727695204
River,33.16,8.1,4.8545900396142185,6.1,0.62,1650.0,16.5,28.0,18.0,4.15471606869124,6.415712012121711,10.909132067745036
River,30.33,7.95,4.339917144270676,6.2,0.765,1450.0,14.5,67.5,30.0,15.428699273908483,13.248050201541488,9.162296861302758
Pond,30.04,7.75,4.1695195332420045,7.6,1.22,4200.0,42.0,207.0,28.0,9.108285796729692,14.251675190567138,15.369973924739314
Lake,33.24,7.85,6.464809109566293,6.2,1.2,8850.0,88.5,478.5,28.5,11.584691127012997,13.892446756097764,19.10996737566262
Lake,28.880000000000003,7.7,5.103843843581555,6.05,1.27,2600.0,26.0,82.0,28.5,9.783158271814935,9.587295043119688,26.013015344135997
Well,29.78,7.7,5.010789418597687,6.2,3.4,3500.0,35.0,344.0,25.5,20.60288410852371,20.62981898091317,11.02981563046611
River,28.05,7.85,4.111625712089845,6.75,1.34,1100.0,11.0,227.0,28.0,3.73372901553808,19.28882679964346,20.82409943466658
Well,20.1,7.9,1.9594717297958688,6.05,0.41,1400.0,14.0,28.5,23.0,21.701333438893503,9.008628295527442,18.527160260745354
Pond,25.67,7.85,4.776576426666452,6.15,0.905,1900.0,19.0,63.5,27.5,15.02857436089614,9.401775159509691,10.472510230215502
Spring,26.29,8.2,4.980222423071672,5.8,0.48,1750.0,17.5,32.0,33.0,11.270510131315032,13.33654064533764,14.825160544602284
Spring,24.93,7.95,4.215750348686313,6.2,0.62,1550.0,15.5,30.0,27.5,10.392849465705169,9.919848910922935,11.57167146105314
Lake,29.91,7.85,4.26415918806523,6.3,0.89,2550.0,25.5,121.0,27.5,12.410719515709197,11.581727671963453,15.628677476719414
